lon,lat,elev,time
-74.0822906494,4.6553254128,2568,11:48:17
-74.0822906494,4.6553254128,2568,11:48:21
-74.0822906494,4.6553254128,2568,11:48:23
-74.0822906494,4.6553254128,2568,11:48:25
-74.0822906494,4.6553254128,2568,11:48:27
-74.0825119019,4.6549901962,2567,11:48:33
-74.0825500488,4.6549081802,2567,11:48:37
-74.0825881958,4.6548075676,2566,11:48:41
-74.0825881958,4.6548075676,2566,11:48:43
-74.0825881958,4.6548075676,2566,11:48:45
-74.0825881958,4.6548075676,2566,11:48:47
-74.082611084,4.6546726227,2565,11:48:51
-74.0826263428,4.6545748711,2565,11:48:53
-74.0826416016,4.6545009613,2565,11:48:55
-74.0826416016,4.6544361115,2565,11:48:57
-74.0826339722,4.6543741226,2565,11:48:59
-74.0826339722,4.6543741226,2565,11:49:01
-74.0825805664,4.6541485786,2565,11:49:05
-74.0825576782,4.6540346146,2565,11:49:09
-74.08253479,4.6539344788,2565,11:49:13
-74.08253479,4.6539344788,2565,11:49:15
-74.0824508667,4.6538758278,2566,11:49:17
-74.0824508667,4.6538758278,2566,11:49:19
-74.0824508667,4.6538758278,2566,11:49:21
-74.0824508667,4.6538758278,2566,11:49:23
-74.0824508667,4.6538758278,2566,11:49:25
-74.0824508667,4.6538758278,2566,11:49:27
-74.0824508667,4.6538758278,2566,11:49:29
-74.0824508667,4.6538758278,2566,11:49:31
-74.0824508667,4.6538758278,2566,11:49:33
-74.0824508667,4.6538758278,2566,11:49:35
-74.0824508667,4.6538758278,2566,11:49:37
-74.0824508667,4.6538758278,2566,11:49:39
-74.0824508667,4.6538758278,2566,11:49:41
-74.0824508667,4.6538758278,2566,11:49:43
-74.0824508667,4.6538758278,2566,11:49:45
-74.0824508667,4.6538758278,2566,11:49:47
-74.0824508667,4.6538758278,2566,11:49:49
-74.0824508667,4.6538758278,2566,11:49:51
-74.0824508667,4.6538758278,2566,11:49:53
-74.0824508667,4.6538758278,2566,11:49:55
-74.0824508667,4.6538758278,2566,11:49:57
-74.0815811157,4.6534152031,2570,11:50:01
-74.0814743042,4.6534047127,2570,11:50:05
-74.0813751221,4.6534056664,2570,11:50:09
-74.0812606812,4.6534132957,2571,11:50:13
-74.0812149048,4.653427124,2571,11:50:17
-74.0811691284,4.6534433365,2571,11:50:19
-74.0811309814,4.6534690857,2571,11:50:21
-74.0811309814,4.6534690857,2571,11:50:23
-74.0811004639,4.6535205841,2571,11:50:25
-74.0811004639,4.6535205841,2571,11:50:27
-74.0811004639,4.6535205841,2571,11:50:29
-74.0810394287,4.6536445618,2571,11:50:33
-74.0809936523,4.6537227631,2571,11:50:35
-74.0809555054,4.6537833214,2571,11:50:37
-74.0809249878,4.6538333893,2571,11:50:39
-74.0809249878,4.6538333893,2571,11:50:41
-74.0809249878,4.6538333893,2571,11:50:43
-74.0808029175,4.6539416313,2571,11:50:49
-74.0807189941,4.6540117264,2571,11:50:51
-74.0806655884,4.6540641785,2571,11:50:53
-74.0806121826,4.6541047096,2571,11:50:55
-74.0805740356,4.6541442871,2571,11:50:57
-74.0805740356,4.6541442871,2571,11:50:59
-74.0804748535,4.6542811394,2571,11:51:01
-74.0804214478,4.6543712616,2571,11:51:05
-74.080368042,4.6544489861,2571,11:51:09
-74.080368042,4.6544489861,2571,11:51:11
-74.080368042,4.6544489861,2571,11:51:13
-74.0802688599,4.6546077728,2571,11:51:15
-74.0802078247,4.6546955109,2571,11:51:19
-74.0802078247,4.6546955109,2571,11:51:23
-74.0802078247,4.6546955109,2571,11:51:25
-74.0802078247,4.6546955109,2571,11:51:27
-74.0802078247,4.6546955109,2571,11:51:29
-74.0802078247,4.6546955109,2571,11:51:31
-74.0802078247,4.6546955109,2571,11:51:33
-74.0799865723,4.6551437378,2571,11:51:39
-74.0799407959,4.6552352905,2571,11:51:43
-74.0798950195,4.6553344727,2571,11:51:47
-74.0798568726,4.6554374695,2571,11:51:51
-74.0798339844,4.6555485725,2571,11:51:55
-74.0798110962,4.6556582451,2570,11:51:59
-74.079788208,4.655766964,2570,11:52:03
-74.079788208,4.655766964,2570,11:52:05
-74.0797653198,4.6558680534,2571,11:52:07
-74.0797348022,4.6559758186,2571,11:52:11
-74.0797348022,4.6559758186,2571,11:52:15
-74.0797348022,4.6559758186,2571,11:52:17
-74.0797348022,4.6559758186,2571,11:52:19
-74.0797348022,4.6559758186,2571,11:52:21
-74.0797348022,4.6559758186,2571,11:52:23
-74.0797348022,4.6559758186,2571,11:52:25
-74.0797348022,4.6559758186,2571,11:52:27
-74.0797348022,4.6559758186,2571,11:52:29
-74.0797348022,4.6559758186,2571,11:52:35
-74.0797348022,4.6559758186,2571,11:52:37
-74.0797348022,4.6559758186,2571,11:52:39
-74.0797348022,4.6559758186,2571,11:52:41
-74.0797348022,4.6559758186,2571,11:52:43
-74.0797348022,4.6559758186,2571,11:52:45
-74.0794906616,4.6563854218,2571,11:52:49
-74.0793533325,4.6566095352,2571,11:52:51
-74.0792694092,4.6567444801,2571,11:52:53
-74.079208374,4.6568350792,2571,11:52:55
-74.0791625977,4.6569027901,2570,11:52:57
-74.0790939331,4.6570239067,2570,11:52:59
-74.0791091919,4.6571354866,2570,11:53:03
-74.0792007446,4.6572237015,2570,11:53:07
-74.0792922974,4.6572885513,2570,11:53:11
-74.0793838501,4.6573514938,2570,11:53:15
-74.0794830322,4.6573858261,2570,11:53:19
-74.0795974731,4.6573963165,2570,11:53:23
-74.0797119141,4.657394886,2570,11:53:27
-74.0798034668,4.657394886,2570,11:53:31
-74.0798034668,4.657394886,2570,11:53:33
-74.0798034668,4.657394886,2570,11:53:35
-74.0798034668,4.657394886,2570,11:53:37
-74.0798034668,4.657394886,2570,11:53:39
-74.0798034668,4.657394886,2570,11:53:41
-74.0798034668,4.657394886,2570,11:53:43
-74.0798034668,4.657394886,2570,11:53:45
-74.0798034668,4.657394886,2570,11:53:47
-74.0798034668,4.657394886,2570,11:53:49
-74.0798034668,4.657394886,2570,11:53:57
-74.0798034668,4.657394886,2570,11:53:59
-74.0798034668,4.657394886,2570,11:54:01
-74.0806274414,4.6572031975,2568,11:54:05
-74.0807266235,4.6571679115,2568,11:54:09
-74.0808029175,4.6571259499,2568,11:54:13
-74.0808029175,4.6571259499,2568,11:54:15
-74.0808029175,4.6571259499,2568,11:54:17
-74.0808029175,4.6571259499,2568,11:54:19
-74.0808029175,4.6571259499,2568,11:54:21
-74.0808029175,4.6571259499,2568,11:54:23
-74.0808029175,4.6571259499,2568,11:54:25
-74.0808029175,4.6571259499,2568,11:54:27
-74.0808029175,4.6571259499,2568,11:54:29
-74.0808029175,4.6569008827,2567,11:54:33
-74.0807876587,4.6567606926,2567,11:54:35
-74.0807571411,4.6566648483,2567,11:54:37
-74.0807266235,4.6565971375,2567,11:54:39
-74.080696106,4.6565394402,2567,11:54:41
-74.0806274414,4.6564407349,2567,11:54:43
-74.0806274414,4.6564407349,2567,11:54:45
-74.0806274414,4.6564407349,2567,11:54:47
-74.0806274414,4.6564407349,2567,11:54:49
-74.0806274414,4.6564407349,2567,11:54:51
-74.0806274414,4.6564407349,2567,11:54:55
-74.0806121826,4.656188488,2568,11:54:59
-74.0807113647,4.6561837196,2568,11:55:03
-74.0808029175,4.6561632156,2568,11:55:07
-74.0808029175,4.6561632156,2568,11:55:09
-74.0808029175,4.6561632156,2568,11:55:11
-74.0808029175,4.6561632156,2568,11:55:13
-74.0808029175,4.6561632156,2568,11:55:17
-74.0808029175,4.6561632156,2568,11:55:19
-74.0808029175,4.6561632156,2568,11:55:21
-74.0808029175,4.6561632156,2568,11:55:23
-74.0808029175,4.6561632156,2568,11:55:25
-74.0808029175,4.6561632156,2568,11:55:27
-74.0808029175,4.6561632156,2568,11:55:29
-74.0808029175,4.6561632156,2568,11:55:31
-74.0808029175,4.6561632156,2568,11:55:33
-74.0808029175,4.6561632156,2568,11:55:35
-74.0808029175,4.6561632156,2568,11:55:37
-74.0808029175,4.6561632156,2568,11:55:39
-74.0814208984,4.6557154655,2568,11:55:43
-74.0815200806,4.6557312012,2568,11:55:47
-74.0816116333,4.6557517052,2569,11:55:51
-74.0817184448,4.655772686,2569,11:55:55
-74.0817718506,4.6557745934,2570,11:55:59
-74.0818252563,4.6557722092,2570,11:56:01
-74.0818786621,4.6557664871,2570,11:56:03
-74.0819320679,4.6557555199,2570,11:56:05
-74.0819702148,4.6557326317,2570,11:56:07
-74.0820388794,4.6556706429,2570,11:56:09
-74.0820922852,4.6555862427,2570,11:56:13
-74.0821533203,4.6555118561,2569,11:56:17
-74.0822067261,4.6554346085,2568,11:56:21
-74.08228302,4.6553459167,2568,11:56:25
-74.0823364258,4.6552581787,2567,11:56:29
-74.0823364258,4.6552581787,2567,11:56:31
-74.0823974609,4.6551728249,2566,11:56:33
-74.0823974609,4.6551728249,2566,11:56:35
-74.0823974609,4.6551728249,2566,11:56:37
-74.0823974609,4.6551728249,2566,11:56:39
-74.0823974609,4.6551728249,2566,11:56:41
-74.082611084,4.6546673775,2564,11:56:55
-74.0826568604,4.65452528,2563,11:57:01
-74.0826568604,4.6544127464,2563,11:57:04
-74.0826263428,4.654294014,2563,11:57:08
-74.082611084,4.6541762352,2563,11:57:12
-74.0825958252,4.6540808678,2564,11:57:16
-74.0825958252,4.6540808678,2564,11:57:18
-74.0825958252,4.6540808678,2564,11:57:20
-74.0825958252,4.6540808678,2564,11:57:22
-74.0825958252,4.6540808678,2564,11:57:24
-74.0825958252,4.6540808678,2564,11:57:26
-74.0825958252,4.6540808678,2564,11:57:28
-74.0825958252,4.6540808678,2564,11:57:30
-74.0822525024,4.6537876129,2565,11:57:34
-74.0821609497,4.6537418365,2566,11:57:38
-74.0821609497,4.6537418365,2566,11:57:40
-74.0821609497,4.6537418365,2566,11:57:42
-74.0821609497,4.6537418365,2566,11:57:44
-74.0821609497,4.6537418365,2566,11:57:46
-74.0821609497,4.6537418365,2566,11:57:48
-74.0821609497,4.6537418365,2566,11:57:50
-74.0821609497,4.6537418365,2566,11:57:52
-74.0821609497,4.6537418365,2566,11:57:54
-74.0821609497,4.6537418365,2566,11:57:56
-74.0821609497,4.6537418365,2566,11:57:58
-74.0821609497,4.6537418365,2566,11:58:00
-74.0821609497,4.6537418365,2566,11:58:02
-74.0821609497,4.6537418365,2566,11:58:04
-74.0819015503,4.6535892487,2568,11:58:10
-74.0817489624,4.6535105705,2568,11:58:12
-74.0816421509,4.6534676552,2568,11:58:14
-74.0815582275,4.6534414291,2569,11:58:16
-74.0814819336,4.6534204483,2569,11:58:18
-74.0813598633,4.6533975601,2569,11:58:20
-74.0812530518,4.6534051895,2569,11:58:24
-74.081161499,4.653427124,2569,11:58:28
-74.081161499,4.653427124,2569,11:58:32
-74.081161499,4.653427124,2569,11:58:34
-74.081161499,4.653427124,2569,11:58:36
-74.081161499,4.653427124,2569,11:58:38
-74.081161499,4.653427124,2569,11:58:40
-74.0810470581,4.6537137032,2569,11:58:44
-74.0809783936,4.6537837982,2569,11:58:48
-74.0809249878,4.6538672447,2570,11:58:52
-74.0809249878,4.6538672447,2570,11:58:54
-74.0809249878,4.6538672447,2570,11:58:56
-74.0809249878,4.6538672447,2570,11:58:58
-74.0809249878,4.6538672447,2570,11:59:00
-74.0809249878,4.6538672447,2570,11:59:02
-74.0809249878,4.6538672447,2570,11:59:04
-74.0809249878,4.6538672447,2570,11:59:06
-74.0809249878,4.6538672447,2570,11:59:08
-74.0805358887,4.6542019844,2571,11:59:12
-74.0804748535,4.6542949677,2571,11:59:16
-74.0804214478,4.6543869972,2571,11:59:20
-74.0803604126,4.6544775963,2571,11:59:24
-74.0803070068,4.6545472145,2571,11:59:28
-74.0803070068,4.6545472145,2571,11:59:30
-74.0802459717,4.6546349525,2571,11:59:32
-74.0801849365,4.6547193527,2571,11:59:36
-74.0801315308,4.6548070908,2571,11:59:40
-74.0800704956,4.6548848152,2571,11:59:44
-74.0800704956,4.6548848152,2571,11:59:46
-74.0800704956,4.6548848152,2571,11:59:48
-74.0800704956,4.6548848152,2571,11:59:50
-74.0800247192,4.6550002098,2571,11:59:54
-74.0799865723,4.6550807953,2571,11:59:56
-74.0799636841,4.6551451683,2571,11:59:58
-74.0799407959,4.6552009583,2571,12:00:00
-74.0799255371,4.6552586555,2570,12:00:02
-74.0798950195,4.6553688049,2570,12:00:04
-74.079864502,4.6554822922,2571,12:00:08
-74.079826355,4.6555929184,2571,12:00:12
-74.0797958374,4.6556816101,2571,12:00:16
-74.0797958374,4.6556816101,2571,12:00:18
-74.0797958374,4.6556816101,2571,12:00:20
-74.0797958374,4.6556816101,2571,12:00:22
-74.0797958374,4.6556816101,2571,12:00:24
-74.0797958374,4.6556816101,2571,12:00:26
-74.0797958374,4.6556816101,2571,12:00:28
-74.0797958374,4.6556816101,2571,12:00:30
-74.0797958374,4.6556816101,2571,12:00:32
-74.0797958374,4.6556816101,2571,12:00:34
-74.0797958374,4.6556816101,2571,12:00:36
-74.0797958374,4.6556816101,2571,12:00:38
-74.0797958374,4.6556816101,2571,12:00:40
-74.0797958374,4.6556816101,2571,12:00:42
-74.0797958374,4.6556816101,2571,12:00:44
-74.0795822144,4.6563529968,2574,12:00:48
-74.0795135498,4.6564416885,2573,12:00:52
-74.079460144,4.6565122604,2573,12:00:56
-74.079460144,4.6565122604,2573,12:00:58
-74.079460144,4.6565122604,2573,12:01:00
-74.079460144,4.6565122604,2573,12:01:02
-74.079460144,4.6565122604,2573,12:01:04
-74.0792922974,4.6567625999,2573,12:01:08
-74.0792312622,4.656850338,2573,12:01:12
-74.0791625977,4.6569671631,2573,12:01:16
-74.0791320801,4.6570839882,2572,12:01:20
-74.0791778564,4.6571931839,2572,12:01:24
-74.0792236328,4.6572313309,2572,12:01:28
-74.0792617798,4.6572651863,2572,12:01:30
-74.0792999268,4.6572976112,2572,12:01:32
-74.0793457031,4.657324791,2572,12:01:34
-74.0793991089,4.657345295,2572,12:01:36
-74.0795135498,4.6573796272,2572,12:01:38
-74.0796203613,4.6573905945,2572,12:01:42
-74.0796203613,4.6573905945,2572,12:01:46
-74.0796203613,4.6573905945,2572,12:01:48
-74.0796203613,4.6573905945,2572,12:01:50
-74.0796203613,4.6573905945,2572,12:01:52
-74.0796203613,4.6573905945,2572,12:01:54
-74.0796203613,4.6573905945,2572,12:02:02
-74.0796203613,4.6573905945,2572,12:02:04
-74.0796203613,4.6573905945,2572,12:02:06
-74.0796203613,4.6573905945,2572,12:02:08
-74.0796203613,4.6573905945,2572,12:02:10
-74.0796203613,4.6573905945,2572,12:02:12
-74.0796203613,4.6573905945,2572,12:02:14
-74.0805130005,4.6572527885,2569,12:02:18
-74.0806045532,4.6572203636,2568,12:02:22
-74.0807037354,4.657186985,2568,12:02:26
-74.0807037354,4.657186985,2568,12:02:28
-74.0807037354,4.657186985,2568,12:02:30
-74.0807037354,4.657186985,2568,12:02:32
-74.0807037354,4.657186985,2568,12:02:34
-74.0807037354,4.657186985,2568,12:02:36
-74.0807037354,4.657186985,2568,12:02:38
-74.0807037354,4.657186985,2568,12:02:40
-74.0807037354,4.657186985,2568,12:02:42
-74.0807037354,4.657186985,2568,12:02:44
-74.0807495117,4.6569404602,2565,12:02:50
-74.0807647705,4.6567907333,2565,12:02:52
-74.0807571411,4.6566886902,2565,12:02:54
-74.0807342529,4.6566152573,2565,12:02:56
-74.0807037354,4.6565566063,2565,12:02:58
-74.0806503296,4.6564655304,2565,12:03:00
-74.0805664063,4.6564011574,2565,12:03:04
-74.0805053711,4.6563310623,2565,12:03:08
-74.0804977417,4.6562404633,2565,12:03:12
-74.0805969238,4.6561903954,2566,12:03:16
-74.0807113647,4.6561932564,2566,12:03:20
-74.0808105469,4.6561756134,2566,12:03:24
-74.0809173584,4.6561436653,2566,12:03:28
-74.0809173584,4.6561436653,2566,12:03:30
-74.0809173584,4.6561436653,2566,12:03:32
-74.0809173584,4.6561436653,2566,12:03:34
-74.0809173584,4.6561436653,2566,12:03:36
-74.0809173584,4.6561436653,2566,12:03:38
-74.0809173584,4.6561436653,2566,12:03:40
-74.0809173584,4.6561436653,2566,12:03:42
-74.0809173584,4.6561436653,2566,12:03:44
-74.0809173584,4.6561436653,2566,12:03:46
-74.0809173584,4.6561436653,2566,12:03:48
-74.0809173584,4.6561436653,2566,12:03:50
-74.0809173584,4.6561436653,2566,12:03:52
-74.0809173584,4.6561436653,2566,12:03:54
-74.0809173584,4.6561436653,2566,12:03:56
-74.0809173584,4.6561436653,2566,12:03:58
-74.0809173584,4.6561436653,2566,12:04:00
-74.0816955566,4.6557693481,2568,12:04:06
-74.0818023682,4.6557888985,2569,12:04:10
-74.0818939209,4.6557741165,2569,12:04:14
-74.081993103,4.65574646,2569,12:04:20
-74.081993103,4.65574646,2569,12:04:22
-74.0820236206,4.6557130814,2568,12:04:24
-74.0820236206,4.6557130814,2568,12:04:26
-74.0820236206,4.6557130814,2568,12:04:28
-74.0820236206,4.6557130814,2568,12:04:30
-74.0820236206,4.6557130814,2568,12:04:32
-74.0820236206,4.6557130814,2568,12:04:34
-74.0820236206,4.6557130814,2568,12:04:36
-74.0820236206,4.6557130814,2568,12:04:38
-74.0821609497,4.6555213928,2565,12:04:42
-74.0822372437,4.6554050446,2565,12:04:44
-74.0822982788,4.6553254128,2565,12:04:46
-74.0823440552,4.6552667618,2565,12:04:48
-74.0823822021,4.6552143097,2564,12:04:50
-74.0824279785,4.6551113129,2564,12:04:52
-74.0824737549,4.6550197601,2564,12:04:56
-74.0825042725,4.6549115181,2564,12:05:00
-74.0825042725,4.6549115181,2564,12:05:02
-74.0825042725,4.6549115181,2564,12:05:04
-74.0825042725,4.6549115181,2564,12:05:06
-74.0826034546,4.6546320915,2563,12:05:12
-74.0826187134,4.6545238495,2563,12:05:16
-74.0826263428,4.6544275284,2563,12:05:20
-74.0826263428,4.6544275284,2563,12:05:22
-74.0826263428,4.6544275284,2563,12:05:24
-74.0826263428,4.6544275284,2563,12:05:26
-74.0826263428,4.6544275284,2563,12:05:28
-74.0826263428,4.6544275284,2563,12:05:30
-74.0826263428,4.6544275284,2563,12:05:32
-74.0826263428,4.6544275284,2563,12:05:34
-74.0826263428,4.6544275284,2563,12:05:36
-74.0826263428,4.6544275284,2563,12:05:38
-74.0826263428,4.6544275284,2563,12:05:40
-74.0826263428,4.6544275284,2563,12:05:42
-74.0826263428,4.6544275284,2563,12:05:44
-74.0825805664,4.6541285515,2566,12:05:50
-74.082572937,4.6540260315,2567,12:06:00
-74.082572937,4.6540260315,2567,12:06:02
-74.0825500488,4.6539735794,2568,12:06:08
-74.08253479,4.653924942,2568,12:06:12
-74.08253479,4.6538777351,2568,12:06:16
-74.08253479,4.6538777351,2568,12:06:18
-74.08253479,4.6538777351,2568,12:06:20
-74.08253479,4.653822422,2569,12:06:22
-74.08253479,4.6537737846,2569,12:06:26
-74.08253479,4.6537737846,2569,12:06:30
-74.08253479,4.6537737846,2569,12:06:32
-74.08253479,4.6537737846,2569,12:06:34
-74.08253479,4.6537737846,2569,12:06:36
-74.0824813843,4.6536870003,2569,12:06:40
-74.0824584961,4.6536364555,2569,12:06:42
-74.0824584961,4.6536364555,2569,12:06:44
-74.0824279785,4.6535944939,2570,12:06:46
-74.0824279785,4.6535944939,2570,12:06:50
-74.0824279785,4.6535944939,2570,12:06:52
-74.0824279785,4.6535944939,2570,12:06:54
-74.0824279785,4.6535944939,2570,12:06:56
-74.0824279785,4.6535944939,2570,12:06:58
-74.0824279785,4.6535944939,2570,12:07:00
-74.0824279785,4.6535944939,2570,12:07:02
-74.0824279785,4.6535944939,2570,12:07:04
-74.0823440552,4.6534972191,2572,12:07:08
-74.0822982788,4.6534452438,2572,12:07:10
-74.0822982788,4.6534452438,2572,12:07:12
-74.0822982788,4.6534452438,2572,12:07:14
-74.0822982788,4.6534452438,2572,12:07:16
-74.0822982788,4.6534452438,2572,12:07:18
-74.0822982788,4.6534452438,2572,12:07:20
-74.0822982788,4.6533536911,2571,12:07:24
-74.0823135376,4.6532964706,2571,12:07:28
-74.0823135376,4.6532964706,2571,12:07:30
-74.0823135376,4.6532964706,2571,12:07:32
-74.0823135376,4.6532964706,2571,12:07:34
-74.082359314,4.6532421112,2571,12:07:38
-74.0823516846,4.6531953812,2569,12:07:46
-74.0823516846,4.6531953812,2569,12:07:48
-74.0823516846,4.6531953812,2569,12:07:50
-74.0823516846,4.6531953812,2569,12:07:54
-74.0823516846,4.6531953812,2569,12:07:56
-74.0823516846,4.6531953812,2569,12:07:58
-74.0823516846,4.6531953812,2569,12:08:00
-74.0823516846,4.6531953812,2569,12:08:02
-74.0823516846,4.6531953812,2569,12:08:04
-74.0823516846,4.6531953812,2569,12:08:06
-74.0823516846,4.6531953812,2569,12:08:08
-74.0823516846,4.6531953812,2569,12:08:10
-74.0823745728,4.653113842,2569,12:09:20
-74.0823974609,4.6530804634,2569,12:09:24
-74.0823974609,4.6530804634,2569,12:09:28
-74.0823974609,4.6530804634,2569,12:09:30
-74.0823974609,4.6530804634,2569,12:09:32
-74.0823364258,4.6531825066,2572,12:10:06
-74.0823059082,4.6532373428,2572,12:10:08
-74.0823059082,4.6532373428,2572,12:10:10
-74.0823059082,4.6532373428,2572,12:10:12
-74.0823059082,4.6532373428,2572,12:10:26
-74.0820388794,4.6533355713,2572,12:11:27
-74.0818939209,4.6533837318,2572,12:11:29
-74.0818099976,4.65340662,2572,12:11:31
-74.0817565918,4.6534175873,2573,12:11:33
-74.0817565918,4.6534175873,2573,12:11:37
-74.081703186,4.653418541,2573,12:11:39
-74.0816574097,4.6534152031,2573,12:11:45
-74.0816574097,4.6534152031,2573,12:11:47
-74.0816574097,4.6534152031,2573,12:11:49
-74.0816574097,4.6534152031,2573,12:11:51
-74.0816574097,4.6534152031,2573,12:11:53
-74.0815582275,4.6534223557,2574,12:11:57
-74.0814971924,4.6534204483,2574,12:11:59
-74.0814437866,4.6534118652,2574,12:12:03
-74.0813903809,4.6534075737,2574,12:12:07
-74.0813903809,4.6534075737,2574,12:12:12
-74.0813369751,4.6534004211,2574,12:12:16
-74.0812911987,4.653400898,2575,12:12:20
-74.0812911987,4.653400898,2575,12:12:24
-74.0812911987,4.653400898,2575,12:12:26
-74.0812911987,4.653400898,2575,12:12:28
-74.0812911987,4.653400898,2575,12:12:31
-74.0812911987,4.653400898,2575,12:12:33
-74.0812072754,4.6534371376,2575,12:12:37
-74.081161499,4.6534628868,2575,12:12:39
-74.0811309814,4.6534943581,2575,12:12:43
-74.0811309814,4.6534943581,2575,12:12:45
-74.0811309814,4.6534943581,2575,12:12:47
-74.0811309814,4.6534943581,2575,12:12:49
-74.0811309814,4.6534943581,2575,12:12:51
-74.0811309814,4.6534943581,2575,12:12:53
-74.0811157227,4.653594017,2575,12:12:57
-74.0811080933,4.6536545753,2575,12:12:59
-74.0811080933,4.6536545753,2575,12:13:01
-74.0811080933,4.6536545753,2575,12:13:03
-74.0811080933,4.6536545753,2575,12:13:05
-74.0811080933,4.6536545753,2575,12:13:07
-74.0811080933,4.6536545753,2575,12:13:09
-74.0811080933,4.6536545753,2575,12:13:11
-74.0811080933,4.6536545753,2575,12:13:13
-74.0810928345,4.6537537575,2571,12:14:28
-74.0810852051,4.6538152695,2571,12:14:32
-74.0810852051,4.6538152695,2571,12:14:33
-74.0810852051,4.6538152695,2571,12:14:35
-74.0810852051,4.6538152695,2571,12:14:37
-74.0810852051,4.6538152695,2571,12:14:39
-74.0811004639,4.6537604332,2572,12:15:03
-74.0811004639,4.6537604332,2572,12:15:11
-74.0811004639,4.6537604332,2572,12:15:13
-74.0811004639,4.6537604332,2572,12:15:15
-74.0810317993,4.6537661552,2573,12:15:17
-74.0809783936,4.6537685394,2574,12:15:19
-74.080909729,4.6537694931,2574,12:15:23
-74.080909729,4.6537694931,2574,12:15:27
-74.080909729,4.6537694931,2574,12:15:29
-74.080909729,4.6537694931,2574,12:15:31
-74.080909729,4.6537694931,2574,12:15:39
-74.080909729,4.6537694931,2574,12:15:43
-74.0808181763,4.6538558006,2575,12:15:47
-74.0808181763,4.6538558006,2575,12:15:49
-74.0807571411,4.6539311409,2576,12:15:53
-74.0807266235,4.6539769173,2576,12:15:55
-74.080696106,4.6540198326,2576,12:15:59
-74.080657959,4.6540594101,2576,12:16:03
-74.080619812,4.6540937424,2576,12:16:07
-74.080619812,4.6540937424,2576,12:16:11
-74.080619812,4.6540937424,2576,12:16:13
-74.080619812,4.6540937424,2576,12:16:15
-74.080619812,4.6540937424,2576,12:16:17
-74.0805282593,4.6542191505,2572,12:17:05
-74.0804672241,4.6542882919,2572,12:17:07
-74.0804367065,4.6543307304,2572,12:17:09
-74.0804138184,4.6543669701,2572,12:17:13
-74.0804138184,4.6543669701,2572,12:17:15
-74.0804138184,4.6543669701,2572,12:17:17
-74.0804138184,4.6543669701,2572,12:17:19
-74.0804138184,4.6543669701,2572,12:17:21
-74.0804138184,4.6543669701,2572,12:17:23
-74.0804138184,4.6543669701,2572,12:17:25
-74.0804138184,4.6543669701,2572,12:17:27
-74.0804138184,4.6543669701,2572,12:17:29
-74.0804138184,4.6543669701,2572,12:17:31
-74.0803451538,4.6545381546,2574,12:20:00
-74.0803146362,4.654630661,2574,12:20:02
-74.0803146362,4.654630661,2574,12:20:04
-74.0803146362,4.654630661,2574,12:20:06
-74.0803146362,4.654630661,2574,12:20:08
-74.0803146362,4.654630661,2574,12:20:10
-74.0803146362,4.654630661,2574,12:20:12
-74.0803146362,4.654630661,2574,12:20:14
-74.0803146362,4.654630661,2574,12:20:22
-74.0802307129,4.6547627449,2575,12:20:24
-74.0801773071,4.654835701,2575,12:20:26
-74.0801467896,4.6548814774,2574,12:20:28
-74.0801467896,4.6548814774,2574,12:20:32
-74.0801467896,4.6548814774,2574,12:20:34
-74.0801086426,4.6549329758,2575,12:20:39
-74.0801086426,4.6549329758,2575,12:20:41
-74.0800628662,4.654999733,2575,12:20:47
-74.080039978,4.6550426483,2575,12:20:49
-74.080039978,4.6550426483,2575,12:20:51
-74.080039978,4.6550426483,2575,12:20:53
-74.0800094604,4.6550898552,2575,12:20:57
-74.0799789429,4.6551251411,2575,12:21:01
-74.0799789429,4.6551251411,2575,12:21:04
-74.0799789429,4.6551251411,2575,12:21:05
-74.0799789429,4.6551251411,2575,12:21:07
-74.0799789429,4.6551251411,2575,12:21:09
-74.0799484253,4.6551861763,2573,12:21:11
-74.0799255371,4.6552391052,2573,12:21:13
-74.0799026489,4.6552901268,2573,12:21:17
-74.0798873901,4.6553411484,2573,12:21:21
-74.0798797607,4.6553974152,2573,12:21:25
-74.079864502,4.6554455757,2573,12:21:29
-74.079864502,4.6554455757,2573,12:21:31
-74.079864502,4.6555023193,2573,12:21:33
-74.079864502,4.6555023193,2573,12:21:35
-74.079864502,4.6555023193,2573,12:21:37
-74.0798950195,4.6555833817,2574,12:21:43
-74.0798950195,4.6555833817,2574,12:21:45
-74.0798950195,4.6555833817,2574,12:21:47
-74.0798950195,4.6555833817,2574,12:21:49
-74.0798950195,4.6555833817,2574,12:21:51
-74.0798950195,4.6555833817,2574,12:21:53
-74.0798950195,4.6555833817,2574,12:21:55
-74.0798950195,4.6555833817,2574,12:21:57
-74.0798950195,4.6555833817,2574,12:21:59
-74.0799942017,4.6556897163,2573,12:22:07
-74.0799942017,4.6556897163,2573,12:22:08
-74.0799942017,4.6556897163,2573,12:22:10
-74.0799942017,4.6556897163,2573,12:22:14
-74.0799942017,4.6556897163,2573,12:22:16
-74.0799942017,4.6556897163,2573,12:22:18
-74.080116272,4.6557807922,2572,12:22:43
-74.0801925659,4.6558289528,2572,12:22:45
-74.0802383423,4.6558561325,2572,12:22:47
-74.0802383423,4.6558561325,2572,12:22:51
-74.0802383423,4.6558561325,2572,12:22:53
-74.0802383423,4.6558561325,2572,12:22:55
